likes,hour,hex,h,s,v
185,16,#772a55,326.4935064935065,0.6470588235294118,0.4666666666666667
51,15,#3b952a,110.46728971962618,0.7181208053691275,0.5843137254901961
175,14,#1dca95,161.6184971098266,0.8564356435643564,0.792156862745098
71,13,#0ee54a,136.74418604651163,0.9388646288209607,0.8980392156862745
180,12,#0772a5,199.36708860759492,0.9575757575757575,0.6470588235294118
116,11,#83b952,91.45631067961165,0.5567567567567567,0.7254901960784313
230,10,#c1dca9,91.76470588235293,0.2318181818181818,0.8627450980392157
54,9,#60ee54,115.32467532467533,0.6470588235294118,0.9333333333333333
68,8,#30772a,115.32467532467533,0.6470588235294118,0.4666666666666667
105,7,#983b95,301.93548387096774,0.6118421052631579,0.596078431372549
85,6,#cc1dca,300.6857142857143,0.8578431372549019,0.8
90,5,#e60ee5,300.27777777777777,0.9391304347826087,0.9019607843137255
187,4,#f30772,332.79661016949154,0.9711934156378601,0.9529411764705882
376,3,#7983b9,230.625,0.34594594594594597,0.7254901960784313
589,2,#bcc1dc,230.625,0.14545454545454545,0.8627450980392157
219,1,#5e60ee,239.16666666666666,0.6050420168067226,0.9333333333333333
170,0,#af3077,326.45669291338584,0.7257142857142858,0.6862745098039216
118,23,#57983b,101.93548387096774,0.6118421052631579,0.596078431372549
92,22,#2bcc1d,115.19999999999999,0.8578431372549019,0.8
108,21,#95e60e,82.5,0.9391304347826087,0.9019607843137255
88,20,#4af307,102.96610169491527,0.9711934156378601,0.9529411764705882
317,19,#257983,186.38297872340428,0.7175572519083969,0.5137254901960784
209,18,#12bcc1,181.71428571428572,0.9067357512953368,0.7568627450980392
215,17,#895e60,357.2093023255814,0.31386861313868614,0.5372549019607843
79,16,#44af30,110.55118110236221,0.7257142857142858,0.6862745098039216
213,15,#225798,213.0508474576271,0.7763157894736842,0.596078431372549
122,14,#112bcc,231.65775401069519,0.9166666666666666,0.8
342,13,#8895e6,231.70212765957447,0.40869565217391307,0.9019607843137255
116,12,#444af3,237.94285714285715,0.720164609053498,0.9529411764705882
134,11,#a22579,319.68,0.7716049382716049,0.6352941176470588
123,10,#5112bc,262.2352941176471,0.9042553191489362,0.7372549019607844
107,9,#28895e,153.4020618556701,0.708029197080292,0.5372549019607843
98,8,#9444af,284.85981308411215,0.6114285714285714,0.6862745098039216
145,7,#ca2257,341.07142857142856,0.8316831683168316,0.792156862745098
205,6,#e5112b,352.64150943396226,0.925764192139738,0.8980392156862745
309,5,#728895,202.28571428571428,0.2348993288590604,0.5843137254901961
209,4,#39444a,201.1764705882353,0.22972972972972974,0.2901960784313726
114,3,#9ca225,62.88,0.7716049382716049,0.6352941176470588
181,2,#ce5112,20.106382978723406,0.912621359223301,0.807843137254902
168,1,#672889,278.9690721649485,0.708029197080292,0.5372549019607843
79,0,#339444,130.51546391752575,0.6554054054054054,0.5803921568627451
66,23,#19ca22,123.05084745762711,0.8762376237623762,0.792156862745098
96,22,#8ce511,85.18867924528301,0.925764192139738,0.8980392156862745
422,21,#c67288,344.2857142857143,0.42424242424242425,0.7764705882352941
181,20,#633944,344.2857142857143,0.42424242424242425,0.38823529411764707
392,19,#b19ca2,342.85714285714283,0.11864406779661017,0.6941176470588235
70,18,#58ce51,116.64,0.6067961165048543,0.807843137254902
105,17,#ac6728,28.636363636363637,0.7674418604651163,0.6745098039215687
150,16,#563394,261.64948453608247,0.6554054054054054,0.5803921568627451
95,15,#ab19ca,289.49152542372883,0.8762376237623762,0.792156862745098
233,14,#d58ce5,289.2134831460674,0.388646288209607,0.8980392156862745
92,13,#6ac672,125.21739130434783,0.46464646464646464,0.7764705882352941
107,12,#b56339,20.32258064516129,0.6850828729281768,0.7098039215686275
236,11,#dab19c,20.32258064516129,0.28440366972477066,0.8549019607843137
213,10,#6d58ce,250.67796610169492,0.5728155339805825,0.807843137254902
85,9,#36ac67,144.91525423728814,0.686046511627907,0.6745098039215687
87,8,#9b5633,20.192307692307693,0.6709677419354839,0.6078431372549019
58,7,#4dab19,98.63013698630137,0.8538011695906432,0.6705882352941176
242,6,#a6d58c,98.63013698630137,0.3427230046948357,0.8352941176470589
169,5,#d36ac6,307.42857142857144,0.4976303317535545,0.8274509803921568
112,4,#69b563,115.60975609756098,0.4530386740331492,0.7098039215686275
414,3,#b4dab1,115.60975609756098,0.18807339449541285,0.8549019607843137
267,2,#da6d58,9.692307692307693,0.5963302752293578,0.8549019607843137
169,1,#6d36ac,267.96610169491527,0.686046511627907,0.6745098039215687
124,0,#369b56,139.009900990099,0.6516129032258065,0.6078431372549019
189,23,#1b4dab,219.16666666666666,0.8421052631578947,0.6705882352941176
527,22,#8da6d5,219.16666666666666,0.3380281690140845,0.8352941176470589
158,21,#c6d36a,67.42857142857143,0.4976303317535545,0.8274509803921568
292,20,#6369b5,235.60975609756096,0.4530386740331492,0.7098039215686275
148,19,#31b4da,193.491124260355,0.7752293577981652,0.8549019607843137
109,18,#98da6d,96.3302752293578,0.5,0.8549019607843137
156,17,#cc6d36,22,0.7352941176470589,0.8
160,16,#e6369b,325.5681818181818,0.7652173913043478,0.9019607843137255
193,15,#f31b4d,346.1111111111111,0.8888888888888888,0.9529411764705882
491,14,#f98da6,346.1111111111111,0.43373493975903615,0.9764705882352941
733,13,#fcc6d3,345.55555555555554,0.21428571428571427,0.9882352941176471
197,12,#7e6369,346.6666666666667,0.21428571428571427,0.49411764705882355
118,11,#3f31b4,246.41221374045804,0.7277777777777777,0.7058823529411765
179,10,#1f98da,201.1764705882353,0.8577981651376146,0.8549019607843137
91,9,#0fcc6d,149.84126984126982,0.9264705882352942,0.8
80,8,#87e636,92.38636363636364,0.7652173913043478,0.9019607843137255
107,7,#c3f31b,73.33333333333334,0.8888888888888888,0.9529411764705882
211,6,#e1f98d,73.33333333333334,0.43373493975903615,0.9764705882352941
167,5,#70fcc6,156.85714285714286,0.5555555555555556,0.9882352941176471
318,4,#387e63,156.85714285714286,0.5555555555555556,0.49411764705882355
316,3,#1c3f31,156,0.5555555555555556,0.24705882352941178
141,2,#0e1f98,232.6086956521739,0.9078947368421053,0.596078431372549
148,1,#070fcc,237.56345177664974,0.9656862745098039,0.8
150,0,#0387e6,205.11013215859032,0.9869565217391304,0.9019607843137255
203,23,#01c3f3,191.900826446281,0.9958847736625515,0.9529411764705882
183,22,#00e1f9,185.78313253012047,1,0.9764705882352941
158,21,#0070fc,213.33333333333331,1,0.9882352941176471
215,20,#80387e,301.6666666666667,0.5625,0.5019607843137255
228,19,#401c3f,301.6666666666667,0.5625,0.25098039215686274
198,18,#a00e1f,353.013698630137,0.9125,0.6274509803921569
169,17,#d0070f,357.6119402985075,0.9663461538461539,0.8156862745098039
135,16,#680387,285.90909090909093,0.9777777777777777,0.5294117647058824
87,15,#b401c3,295.36082474226805,0.9948717948717949,0.7647058823529411
76,14,#da00e1,298.1333333333334,1,0.8823529411764706
203,13,#ed0070,331.6455696202532,1,0.9294117647058824
264,12,#f68038,22.736842105263158,0.7723577235772358,0.9647058823529412
58,11,#7b401c,22.736842105263158,0.7723577235772358,0.4823529411764706
158,10,#bda00e,50.05714285714286,0.9259259259259259,0.7411764705882353
57,9,#5ed007,94.02985074626866,0.9663461538461539,0.8156862745098039
77,8,#2f6803,93.86138613861387,0.9711538461538461,0.40784313725490196
122,7,#97b401,69.72067039106146,0.9944444444444445,0.7058823529411765
99,6,#4bda00,99.35779816513761,1,0.8549019607843137
133,5,#a5ed00,78.2278481012658,1,0.9294117647058824
96,4,#52f680,136.8292682926829,0.6666666666666666,0.9647058823529412
113,3,#a97b40,33.714285714285715,0.621301775147929,0.6627450980392157
267,2,#54bda0,163.42857142857144,0.5555555555555556,0.7411764705882353
150,1,#2a5ed0,221.20481927710844,0.7980769230769231,0.8156862745098039
212,0,#152f68,221.20481927710844,0.7980769230769231,0.40784313725490196
480,23,#8a97b4,221.42857142857144,0.23333333333333334,0.7058823529411765
86,22,#c54bda,291.1888111888112,0.6559633027522935,0.8549019607843137
316,21,#e2a5ed,290.8333333333333,0.3037974683544304,0.9294117647058824
126,20,#f152f6,298.1707317073171,0.6666666666666666,0.9647058823529412
277,19,#f8a97b,22.08,0.5040322580645161,0.9725490196078431
171,18,#7c54bd,262.8571428571429,0.5555555555555556,0.7411764705882353
160,17,#be2a5e,338.9189189189189,0.7789473684210526,0.7450980392156863
168,16,#df152f,352.2772277227723,0.905829596412556,0.8745098039215686
479,15,#ef8a97,352.2772277227723,0.4225941422594142,0.9372549019607843
387,14,#f7c54b,42.55813953488372,0.6963562753036437,0.9686274509803922
242,13,#fbe2a5,42.55813953488372,0.3426294820717131,0.984313725490196
184,12,#fdf152,55.78947368421053,0.6758893280632411,0.9921568627450981
258,11,#fef8a9,55.76470588235294,0.3346456692913386,0.996078431372549
203,10,#ff7c54,14.035087719298245,0.6705882352941176,1
69,9,#7fbe2a,85.54054054054053,0.7789473684210526,0.7450980392156863
76,8,#bfdf15,69.50495049504951,0.905829596412556,0.8745098039215686
81,7,#5fef8a,137.91666666666666,0.602510460251046,0.9372549019607843
196,6,#aff7c5,138.33333333333331,0.291497975708502,0.9686274509803922
139,5,#57fbe2,170.85365853658539,0.6533864541832669,0.984313725490196
222,4,#abfdf1,171.21951219512195,0.3241106719367589,0.9921568627450981
141,3,#55fef8,177.86982248520712,0.6653543307086615,0.996078431372549
99,2,#2aff7c,143.09859154929575,0.8352941176470589,1
174,1,#157fbe,202.36686390532543,0.8894736842105263,0.7450980392156863
421,0,#8abfdf,202.58823529411765,0.3811659192825112,0.8745098039215686
140,23,#455fef,230.82352941176472,0.7112970711297071,0.9372549019607843
419,22,#a2aff7,230.82352941176472,0.3441295546558704,0.9686274509803922
158,21,#5157fb,237.88235294117646,0.6772908366533864,0.984313725490196
548,20,#a8abfd,237.88235294117646,0.3359683794466403,0.9921568627450981
98,19,#d455fe,285.0887573964497,0.6653543307086615,0.996078431372549
110,18,#ea2aff,294.0845070422535,0.8352941176470589,1
217,17,#f5157f,331.60714285714283,0.9142857142857143,0.9607843137254902
421,16,#7a8abf,226.08695652173913,0.3612565445026178,0.7490196078431373
208,15,#3d455f,225.88235294117646,0.35789473684210527,0.37254901960784315
181,14,#1ea2af,185.3793103448276,0.8285714285714286,0.6862745098039216
228,13,#8f5157,354.19354838709677,0.43356643356643354,0.5607843137254902
180,12,#47a8ab,181.8,0.5847953216374269,0.6705882352941176
76,11,#23d455,136.94915254237287,0.8349056603773585,0.8313725490196079
75,10,#91ea2a,87.81249999999999,0.8205128205128205,0.9176470588235294
55,9,#48f515,106.33928571428572,0.9142857142857143,0.9607843137254902
370,8,#a47a8a,337.14285714285717,0.25609756097560976,0.6431372549019608
99,7,#523d45,337.14285714285717,0.25609756097560976,0.3215686274509804
155,6,#291ea2,244.99999999999997,0.8148148148148148,0.6352941176470588
98,5,#948f51,55.52238805970149,0.4527027027027027,0.5803921568627451
136,4,#ca47a8,315.5725190839695,0.6485148514851485,0.792156862745098
130,3,#6523d4,262.3728813559322,0.8349056603773585,0.8313725490196079
226,2,#3291ea,209.02173913043478,0.7863247863247863,0.9176470588235294
147,1,#1948f5,227.18181818181816,0.8979591836734694,0.9607843137254902
166,0,#0ca47a,163.42105263157896,0.926829268292683,0.6431372549019608
85,23,#86523d,17.26027397260274,0.5447761194029851,0.5254901960784314
57,22,#43291e,17.83783783783784,0.5522388059701493,0.2627450980392157
213,21,#a1948f,16.666666666666668,0.11180124223602485,0.6313725490196078
152,20,#d0ca47,57.37226277372263,0.6586538461538461,0.8156862745098039
98,19,#686523,57.391304347826086,0.6634615384615384,0.40784313725490196
108,18,#b43291,316.15384615384613,0.7222222222222222,0.7058823529411765
145,17,#da1948,345.38860103626945,0.8853211009174312,0.8549019607843137
117,16,#6d0ca4,278.2894736842105,0.926829268292683,0.6431372549019608
118,15,#368652,141,0.5970149253731343,0.5254901960784314
165,14,#1b4329,141,0.5970149253731343,0.2627450980392157
332,13,#8da194,141,0.12422360248447205,0.6313725490196078
168,12,#46d0ca,177.39130434782606,0.6634615384615384,0.8156862745098039
229,11,#a36865,2.903225806451613,0.3803680981595092,0.6392156862745098
65,10,#51b432,105.6923076923077,0.7222222222222222,0.7058823529411765
51,9,#28da19,115.33678756476684,0.8853211009174312,0.8549019607843137
79,8,#146d0c,115.05154639175258,0.8899082568807339,0.42745098039215684
106,7,#8a3686,302.8571428571429,0.6086956521739131,0.5411764705882353
156,6,#c51b43,345.88235294117646,0.8629441624365483,0.7725490196078432
433,5,#628da1,199.04761904761904,0.391304347826087,0.6313725490196078
147,4,#3146d0,232.0754716981132,0.7644230769230769,0.8156862745098039
208,3,#98a368,71.1864406779661,0.3619631901840491,0.6392156862745098
182,2,#4c51b4,237.1153846153846,0.5777777777777777,0.7058823529411765
119,1,#2628da,239.33333333333334,0.8256880733944955,0.8549019607843137
184,0,#13146d,239.33333333333334,0.8256880733944955,0.42745098039215684
92,23,#898a36,60.71428571428571,0.6086956521739131,0.5411764705882353
70,22,#44c51b,105.52941176470588,0.8629441624365483,0.7725490196078432
296,21,#a2628d,319.6875,0.3950617283950617,0.6352941176470588
261,20,#513146,320.625,0.3950617283950617,0.3176470588235294
209,19,#2898a3,185.3658536585366,0.754601226993865,0.6392156862745098
274,18,#144c51,184.91803278688525,0.7530864197530864,0.3176470588235294
229,17,#0a2628,184,0.75,0.1568627450980392
256,16,#051314,184,0.75,0.0784313725490196
214,15,#82898a,187.5,0.057971014492753624,0.5411764705882353
95,14,#c144c5,298.1395348837209,0.6548223350253807,0.7725490196078432
131,13,#60a262,121.81818181818181,0.4074074074074074,0.6352941176470588
132,12,#305131,121.81818181818181,0.4074074074074074,0.3176470588235294
100,11,#182898,232.5,0.8421052631578947,0.596078431372549
136,10,#8c144c,332,0.8571428571428571,0.5490196078431373
157,9,#460a26,332,0.8571428571428571,0.27450980392156865
227,8,#a30513,354.6835443037975,0.9693251533742331,0.6392156862745098
304,7,#518289,187.5,0.40875912408759124,0.5372549019607843
115,6,#a8c144,72,0.6476683937823834,0.7568627450980392
309,5,#5460a2,230.76923076923077,0.48148148148148145,0.6352941176470588
218,4,#2a3051,230.76923076923077,0.48148148148148145,0.3176470588235294
255,3,#951828,352.32,0.8389261744966443,0.5843137254901961
107,2,#4a8c14,93,0.8571428571428571,0.5490196078431373
192,1,#a5460a,23.225806451612904,0.9393939393939394,0.6470588235294118
80,0,#52a305,90.75949367088609,0.9693251533742331,0.6392156862745098
203,23,#295182,213.03370786516854,0.6846153846153846,0.5098039215686274
518,22,#94a8c1,213.33333333333331,0.23316062176165803,0.7568627450980392
319,21,#ca5460,353.89830508474574,0.5841584158415841,0.792156862745098
149,20,#652a30,353.89830508474574,0.5841584158415841,0.396078431372549
60,19,#329518,107.52,0.8389261744966443,0.5843137254901961
168,18,#194a8c,214.43478260869566,0.8214285714285714,0.5490196078431373
121,17,#8ca546,75.78947368421052,0.5757575757575758,0.6470588235294118
181,16,#4652a3,232.25806451612902,0.5705521472392638,0.6392156862745098
206,15,#232951,232.17391304347825,0.5679012345679012,0.3176470588235294
378,14,#9194a8,232.17391304347825,0.13690476190476192,0.6588235294117647
76,13,#48ca54,125.53846153846155,0.6435643564356436,0.792156862745098
79,12,#24652a,125.53846153846155,0.6435643564356436,0.396078431372549
100,11,#923295,298.1818181818182,0.6644295302013423,0.5843137254901961
166,10,#49194a,298.7755102040816,0.6621621621621622,0.2901960784313726
175,9,#248ca5,191.62790697674419,0.7818181818181819,0.6470588235294118
281,8,#124652,191.25,0.7804878048780488,0.3215686274509804
528,7,#092329,191.25,0.7804878048780488,0.1607843137254902
280,6,#049194,181.25,0.972972972972973,0.5803921568627451
174,5,#8248ca,266.7692307692308,0.6435643564356436,0.792156862745098
201,4,#c12465,335.1592356687898,0.8134715025906736,0.7568627450980392
115,3,#609232,91.25,0.6575342465753424,0.5725490196078431
141,2,#304919,91.25,0.6575342465753424,0.28627450980392155
143,1,#18248c,233.79310344827587,0.8285714285714286,0.5490196078431373
210,0,#8c1246,334.42622950819674,0.8714285714285714,0.5490196078431373
284,23,#460923,334.42622950819674,0.8714285714285714,0.27450980392156865
121,22,#230491,253.19148936170217,0.9724137931034482,0.5686274509803921
86,21,#918248,47.671232876712324,0.503448275862069,0.5686274509803921
69,20,#48c124,106.24203821656052,0.8134715025906736,0.7568627450980392
253,19,#246092,207.27272727272728,0.7534246575342466,0.5725490196078431
262,18,#923049,344.6938775510204,0.6712328767123288,0.5725490196078431
154,17,#491824,345.3061224489796,0.6712328767123288,0.28627450980392155
78,16,#248c12,111.14754098360656,0.8714285714285714,0.5490196078431373
89,15,#924609,26.715328467153284,0.9383561643835616,0.5725490196078431
52,14,#492304,26.956521739130434,0.9452054794520548,0.28627450980392155
239,13,#249182,171.74311926605506,0.7517241379310344,0.5686274509803921
119,12,#9248c1,276.6942148760331,0.6269430051813472,0.7568627450980392
246,11,#492460,277,0.625,0.3764705882352941
53,10,#249230,126.54545454545453,0.7534246575342466,0.5725490196078431
90,9,#924918,24.098360655737704,0.8356164383561644,0.5725490196078431
107,8,#c9248c,322.1818181818182,0.8208955223880597,0.788235294117647
198,7,#e49246,28.860759493670887,0.6929824561403509,0.8941176470588236
179,6,#f24923,11.01449275362319,0.8553719008264463,0.9490196078431372
232,5,#f92491,329.29577464788736,0.8554216867469879,0.9764705882352941
169,4,#7c9248,77.83783783783784,0.5068493150684932,0.5725490196078431
151,3,#3e4924,77.83783783783784,0.5068493150684932,0.28627450980392155
126,2,#1f2492,237.39130434782606,0.7876712328767124,0.5725490196078431
106,1,#0f9249,146.56488549618322,0.8972602739726028,0.5725490196078431
81,0,#87c924,84,0.8208955223880597,0.788235294117647
284,23,#c3e492,84.14634146341463,0.35964912280701755,0.8941176470588236
65,22,#61f249,111.4792899408284,0.6983471074380165,0.9490196078431372
129,21,#b0f924,80.56338028169013,0.8554216867469879,0.9764705882352941
364,20,#587c92,202.75862068965517,0.3972602739726027,0.5725490196078431
215,19,#2c3e49,202.75862068965517,0.3972602739726027,0.28627450980392155
266,18,#161f24,201.42857142857144,0.3888888888888889,0.1411764705882353
133,17,#0b0f92,238.22222222222223,0.9246575342465754,0.5725490196078431
169,16,#0587c9,200.20408163265304,0.9751243781094527,0.788235294117647
192,15,#02c3e4,188.76106194690266,0.9912280701754386,0.8941176470588236
129,14,#0161f2,216.09958506224066,0.9958677685950413,0.9490196078431372
407,13,#80b0f9,216.19834710743802,0.4859437751004016,0.9764705882352941
252,12,#c0587c,339.2307692307692,0.5416666666666666,0.7529411764705882
93,11,#e02c3e,354,0.8035714285714286,0.8784313725490196
123,10,#f0161f,357.5229357798165,0.9083333333333333,0.9411764705882353
257,9,#780b0f,357.79816513761466,0.9083333333333333,0.47058823529411764
105,8,#bc0587,317.37704918032784,0.973404255319149,0.7372549019607844
85,7,#de02c3,307.3636363636364,0.990990990990991,0.8705882352941177
161,6,#ef0161,335.79831932773106,0.99581589958159,0.9372549019607843
461,5,#f780b0,335.79831932773106,0.4817813765182186,0.9686274509803922
110,4,#7bc058,99.80769230769229,0.5416666666666666,0.7529411764705882
160,3,#bde02c,71.66666666666667,0.8035714285714286,0.8784313725490196
69,2,#5ef016,100.18348623853211,0.9083333333333333,0.9411764705882353
172,1,#af780b,39.87804878048781,0.9371428571428572,0.6862745098039216
59,0,#57bc05,93.11475409836065,0.973404255319149,0.7372549019607844
67,23,#2bde02,108.81818181818183,0.990990990990991,0.8705882352941177
87,22,#15ef01,114.95798319327731,0.99581589958159,0.9372549019607843
106,21,#0af780,149.873417721519,0.9595141700404858,0.9686274509803922
190,20,#057bc0,202.1390374331551,0.9739583333333334,0.7529411764705882
451,19,#82bde0,202.3404255319149,0.41964285714285715,0.8784313725490196
101,18,#c15ef0,280.68493150684935,0.6083333333333333,0.9411764705882353
145,17,#e0af78,31.73076923076923,0.4642857142857143,0.8784313725490196
107,16,#f057bc,320.3921568627451,0.6375,0.9411764705882353
82,15,#f82bde,307.609756097561,0.8266129032258065,0.9725490196078431
82,14,#fc15ef,303.3766233766234,0.9166666666666666,0.9882352941176471
147,13,#7e0af7,269.36708860759495,0.9595141700404858,0.9686274509803922
158,12,#3f057b,269.4915254237288,0.959349593495935,0.4823529411764706
440,11,#9f82bd,269.4915254237288,0.31216931216931215,0.7411764705882353
84,10,#4fc15e,127.89473684210527,0.5906735751295337,0.7568627450980392
231,9,#a7e0af,128.42105263157896,0.2544642857142857,0.8784313725490196
55,8,#53f057,121.52866242038216,0.6541666666666667,0.9411764705882353
64,7,#29f82b,120.57971014492753,0.8346774193548387,0.9725490196078431
66,6,#14fc15,120.25862068965517,0.9206349206349206,0.9882352941176471
91,5,#0a7e0a,120,0.9206349206349206,0.49411764705882355
176,4,#053f05,120,0.9206349206349206,0.24705882352941178
170,3,#029f82,168.9171974522293,0.9874213836477987,0.6235294117647059
129,2,#014fc1,215.625,0.9948186528497409,0.7568627450980392
192,1,#00a7e0,195.26785714285714,1,0.8784313725490196
174,0,#8053f0,257.19745222929936,0.6541666666666667,0.9411764705882353
87,23,#4029f8,246.66666666666663,0.8346774193548387,0.9725490196078431
141,22,#2014fc,243.1034482758621,0.9206349206349206,0.9882352941176471
118,21,#900a7e,308.05970149253733,0.9305555555555556,0.5647058823529412
292,20,#48053f,308.05970149253733,0.9305555555555556,0.2823529411764706
119,19,#a4029f,301.85185185185185,0.9878048780487805,0.6431372549019608
187,18,#d2014f,337.60765550239233,0.9952380952380953,0.8235294117647058
107,17,#e900a7,316.9957081545064,1,0.9137254901960784
174,16,#748053,76,0.3515625,0.5019607843137255
166,15,#ba4029,9.517241379310345,0.7795698924731183,0.7294117647058823
75,14,#5d2014,9.863013698630137,0.7849462365591398,0.36470588235294116
58,13,#2e900a,103.88059701492539,0.9305555555555556,0.5647058823529412
93,12,#174805,103.88059701492539,0.9305555555555556,0.2823529411764706
96,11,#8ba402,69.25925925925927,0.9878048780487805,0.6431372549019608
104,10,#c5d201,63.73205741626794,0.9952380952380953,0.8235294117647058
57,9,#62e900,94.76394849785407,1,0.9137254901960784
448,8,#b17480,348.1967213114754,0.3446327683615819,0.6941176470588235
52,7,#58ba40,108.19672131147541,0.6559139784946236,0.7294117647058823
105,6,#2c5d20,108.19672131147541,0.6559139784946236,0.36470588235294116
118,5,#962e90,303.46153846153845,0.6933333333333334,0.5882352941176471
208,4,#cb1748,343.6666666666667,0.8866995073891626,0.796078431372549
416,3,#658ba4,203.8095238095238,0.38414634146341464,0.6431372549019608
239,2,#32c5d2,184.875,0.7619047619047619,0.8235294117647058
147,1,#1962e9,218.9423076923077,0.8927038626609443,0.9137254901960784
121,0,#0cb174,157.8181818181818,0.9322033898305084,0.6941176470588235
153,23,#8658ba,268.1632653061224,0.5268817204301075,0.7294117647058823
166,22,#c32c5d,340.5298013245033,0.7743589743589744,0.7647058823529411
258,21,#e1962e,34.86033519553073,0.7955555555555556,0.8823529411764706
393,20,#f0cb17,49.76958525345622,0.9041666666666667,0.9411764705882353
370,19,#78658b,270,0.2733812949640288,0.5450980392156862
85,18,#bc32c5,296.3265306122449,0.7461928934010152,0.7725490196078432
186,17,#de1962,337.7664974619289,0.8873873873873874,0.8705882352941177
141,16,#6f0cb1,276,0.9322033898305084,0.6941176470588235
138,15,#378658,145.0632911392405,0.5895522388059702,0.5254901960784314
65,14,#1bc32c,126.07142857142858,0.8615384615384616,0.7647058823529411
117,13,#0de196,158.77358490566039,0.9422222222222222,0.8823529411764706
222,12,#86f0cb,159.0566037735849,0.44166666666666665,0.9411764705882353
192,11,#437865,158.49056603773585,0.44166666666666665,0.47058823529411764
66,10,#21bc32,126.58064516129033,0.824468085106383,0.7372549019607844
94,9,#90de19,83.75634517766498,0.8873873873873874,0.8705882352941177
144,8,#c86f0c,31.595744680851062,0.94,0.7843137254901961
146,7,#e43786,332.60115606936415,0.7587719298245614,0.8941176470588236
157,6,#f21bc3,313.1162790697674,0.8884297520661157,0.9490196078431372
119,5,#f90de1,306.10169491525426,0.9477911646586346,0.9764705882352941
388,4,#7c86f0,234.82758620689654,0.48333333333333334,0.9411764705882353
222,3,#3e4378,234.82758620689654,0.48333333333333334,0.47058823529411764
136,2,#1f21bc,239.23566878980893,0.8351063829787234,0.7372549019607844
179,1,#0f90de,202.6086956521739,0.9324324324324325,0.8705882352941177
115,0,#07c86f,152.33160621761658,0.965,0.7843137254901961
72,23,#83e437,93.64161849710983,0.7587719298245614,0.8941176470588236
88,22,#41f21b,109.39534883720931,0.8884297520661157,0.9490196078431372
112,21,#a0f90d,82.6271186440678,0.9477911646586346,0.9764705882352941
450,20,#d07c86,352.85714285714283,0.40384615384615385,0.8156862745098039
189,19,#e83e43,358.2352941176471,0.7327586206896551,0.9098039215686274
152,18,#741f21,358.5882352941176,0.7327586206896551,0.4549019607843137
106,17,#ba0f90,314.7368421052632,0.9193548387096774,0.7294117647058823
103,16,#dd07c8,305.8878504672897,0.9683257918552036,0.8666666666666667
138,15,#ee83e4,305.607476635514,0.4495798319327731,0.9333333333333333
135,14,#7741f2,258.3050847457627,0.731404958677686,0.9490196078431372
453,13,#bba0f9,258.2022471910112,0.357429718875502,0.9764705882352941
117,12,#5dd07c,136.17391304347825,0.5528846153846154,0.8156862745098039
66,11,#2ee83e,125.16129032258064,0.8017241379310345,0.9098039215686274
76,10,#17741f,125.16129032258064,0.8017241379310345,0.4549019607843137
68,9,#8bba0f,76.49122807017544,0.9193548387096774,0.7294117647058823
62,8,#45dd07,102.61682242990655,0.9683257918552036,0.8666666666666667
106,7,#a2ee83,102.61682242990655,0.4495798319327731,0.9333333333333333
137,6,#517741,102.22222222222223,0.453781512605042,0.4666666666666667
325,5,#a8bba0,102.22222222222223,0.1443850267379679,0.7333333333333333
197,4,#545dd0,235.64516129032256,0.5961538461538461,0.8156862745098039
132,3,#2a2ee8,238.73684210526315,0.8189655172413793,0.9098039215686274
174,2,#151774,238.73684210526315,0.8189655172413793,0.4549019607843137
481,1,#8a8bba,238.75,0.25806451612903225,0.7294117647058823
103,0,#c545dd,290.5263157894737,0.6877828054298643,0.8666666666666667
325,23,#62a2ee,212.57142857142856,0.5882352941176471,0.9333333333333333
288,22,#b15177,336.25,0.5423728813559322,0.6941176470588235
680,21,#d8a8bb,336.25,0.2222222222222222,0.8470588235294118
206,20,#6c545d,337.5,0.2222222222222222,0.4235294117647059
154,19,#b62a2e,358.2857142857143,0.7692307692307693,0.7137254901960784
178,18,#db1517,359.3939393939394,0.9041095890410958,0.8588235294117647
419,17,#ed8a8b,359.3939393939394,0.4177215189873418,0.9294117647058824
86,16,#76c545,97.03125,0.649746192893401,0.7725490196078432
220,15,#3b62a2,217.28155339805826,0.6358024691358025,0.6352941176470588
72,14,#1db151,141.08108108108107,0.8361581920903954,0.6941176470588235
144,13,#0ed8a8,165.74257425742573,0.9351851851851852,0.8470588235294118
231,12,#076c54,165.74257425742573,0.9351851851851852,0.4235294117647059
59,11,#03b62a,133.07262569832403,0.9835164835164835,0.7137254901960784
48,10,#01db15,125.50458715596329,0.9954337899543378,0.8588235294117647
88,9,#00ed8a,154.9367088607595,1,0.9294117647058824
319,8,#8076c5,247.59493670886076,0.4010152284263959,0.7725490196078432
226,7,#c03b62,342.406015037594,0.6927083333333334,0.7529411764705882
161,5,#e01db1,314.46153846153845,0.8705357142857143,0.8784313725490196
160,4,#700ed8,269.10891089108907,0.9351851851851852,0.8470588235294118
201,3,#38076c,269.10891089108907,0.9351851851851852,0.4235294117647059
109,2,#9c03b6,291.28491620111737,0.9835164835164835,0.7137254901960784
177,1,#4e01db,261.1926605504587,0.9954337899543378,0.8588235294117647
176,0,#2700ed,249.873417721519,1,0.9294117647058824
167,23,#938076,20.689655172413794,0.19727891156462585,0.5764705882352941
153,22,#c9c03b,56.197183098591545,0.7064676616915423,0.788235294117647
