likes,hour,hex,h,s,v
103,4,#d448ba,311.14285714285717,0.660377358490566,0.8313725490196079
189,3,#ea245d,342.72727272727275,0.8461538461538461,0.9176470588235294
221,2,#f5122e,352.59911894273125,0.926530612244898,0.9607843137254902
312,1,#fa8917,30.13215859030837,0.908,0.9803921568627451
263,0,#fd448b,336.97297297297297,0.7312252964426877,0.9921568627450981
131,23,#7ea245,83.22580645161291,0.5740740740740741,0.6352941176470588
115,22,#3f5122,82.9787234042553,0.5802469135802469,0.3176470588235294
284,21,#1fa891,169.9270072992701,0.8154761904761905,0.6588235294117647
107,20,#8fd448,89.57142857142857,0.660377358490566,0.8313725490196079
114,19,#c7ea24,70.60606060606061,0.8461538461538461,0.9176470588235294
97,18,#63f512,98.59030837004406,0.926530612244898,0.9607843137254902
142,17,#b1fa89,98.76106194690264,0.452,0.9803921568627451
147,16,#d8fd44,72,0.7312252964426877,0.9921568627450981
382,15,#ec7ea2,340.3636363636364,0.4661016949152542,0.9254901960784314
193,14,#f63f51,354.0983606557377,0.7439024390243902,0.9647058823529412
160,13,#fb1fa8,322.6363636363636,0.8764940239043825,0.984313725490196
326,12,#7d8fd4,227.58620689655172,0.41037735849056606,0.8313725490196079
166,11,#3ec7ea,192.2093023255814,0.7350427350427351,0.9176470588235294
138,10,#1f63f5,220.93457943925236,0.8734693877551021,0.9607843137254902
323,9,#8fb1fa,220.93457943925236,0.428,0.9803921568627451
536,8,#c7d8fd,221.11111111111111,0.2134387351778656,0.9921568627450981
130,7,#e3ec7e,64.9090909090909,0.4661016949152542,0.9254901960784314
79,6,#71f63f,103.60655737704917,0.7439024390243902,0.9647058823529412
184,5,#b8fb1f,78.27272727272728,0.8764940239043825,0.984313725490196
526,4,#dc7d8f,348.63157894736844,0.4318181818181818,0.8627450980392157
170,3,#6e3ec7,261.02189781021895,0.6884422110552764,0.7803921568627451
264,2,#371f63,261.17647058823525,0.6868686868686869,0.38823529411764707
642,1,#9b8fb1,261.17647058823525,0.192090395480226,0.6941176470588235
225,0,#4dc7d8,187.33812949640287,0.6435185185185185,0.8470588235294118
179,23,#26e3ec,182.72727272727272,0.8389830508474576,0.9254901960784314
146,22,#1371f6,215.1541850220264,0.9227642276422764,0.9647058823529412
232,21,#09b8fb,196.61157024793388,0.9641434262948207,0.984313725490196
114,20,#04dc7d,153.61111111111111,0.9818181818181818,0.8627450980392157
170,19,#026e3e,153.33333333333331,0.9818181818181818,0.43137254901960786
203,18,#01371f,153.33333333333331,0.9818181818181818,0.21568627450980393
325,17,#009b8f,175.35483870967744,1,0.6078431372549019
129,16,#004dc7,216.78391959798995,1,0.7803921568627451
140,15,#0026e3,229.95594713656388,1,0.8901960784313725
108,14,#001371,229.91150442477877,1,0.44313725490196076
156,13,#0009b8,237.06521739130434,1,0.7215686274509804
129,12,#8004dc,274.44444444444446,0.9818181818181818,0.8627450980392157
180,11,#40026e,274.44444444444446,0.9818181818181818,0.43137254901960786
127,10,#200137,274.44444444444446,0.9818181818181818,0.21568627450980393
149,9,#10009b,246.1935483870968,1,0.6078431372549019
124,8,#08004d,246.23376623376623,1,0.30196078431372547
236,7,#040026,246.31578947368422,1,0.14901960784313725
328,6,#820013,351.2307692307692,1,0.5098039215686274
171,5,#410009,351.6923076923077,1,0.2549019607843137
108,4,#a08004,47.692307692307686,0.975,0.6274509803921569
49,3,#504002,47.692307692307686,0.975,0.3137254901960784
86,2,#282001,47.692307692307686,0.975,0.1568627450980392
211,1,#141000,48,1,0.0784313725490196
229,0,#8a0800,3.4782608695652173,1,0.5411764705882353
229,23,#c50400,1.2182741116751268,1,0.7725490196078432
234,22,#e28200,34.51327433628319,1,0.8862745098039215
51,21,#714100,34.51327433628319,1,0.44313725490196076
204,20,#38a080,161.53846153846155,0.65,0.6274509803921569
127,19,#9c5040,10.434782608695652,0.5897435897435898,0.611764705882353
67,18,#4e2820,10.434782608695652,0.5897435897435898,0.3058823529411765
216,17,#a71410,1.5894039735099337,0.9041916167664671,0.6549019607843137
179,16,#d38a08,38.423645320197046,0.9620853080568721,0.8274509803921568
78,15,#69c504,88.60103626943004,0.9796954314720813,0.7725490196078432
111,14,#34e282,146.8965517241379,0.7699115044247787,0.8862745098039215
59,13,#9a7141,32.359550561797754,0.577922077922078,0.6039215686274509
152,12,#4d38a0,252.11538461538458,0.65,0.6274509803921569
88,11,#269c50,141.35593220338984,0.7564102564102564,0.611764705882353
138,10,#134e28,141.35593220338984,0.7564102564102564,0.3058823529411765
68,9,#09a714,124.17721518987341,0.9461077844311377,0.6549019607843137
113,8,#84d38a,124.55696202531645,0.3744075829383886,0.8274509803921568
187,7,#4269c5,222.13740458015266,0.6649746192893401,0.7725490196078432
163,6,#2134e2,234.09326424870466,0.8539823008849557,0.8862745098039215
296,5,#909a71,74.63414634146342,0.2662337662337662,0.6039215686274509
196,4,#c84d38,8.75,0.72,0.7843137254901961
167,3,#e4269c,322.7368421052632,0.8333333333333334,0.8941176470588236
203,2,#f2134e,344.1255605381166,0.9214876033057852,0.9490196078431372
127,1,#7909a7,282.53164556962025,0.9461077844311377,0.6549019607843137
298,0,#bc84d3,282.53164556962025,0.3744075829383886,0.8274509803921568
258,23,#de4269,345,0.7027027027027027,0.8705882352941177
212,22,#ef2134,354.4660194174757,0.8619246861924686,0.9372549019607843
351,21,#77909a,197.14285714285714,0.22727272727272727,0.6039215686274509
124,20,#bbc84d,66.34146341463415,0.615,0.7843137254901961
85,19,#5de426,102.63157894736842,0.8333333333333334,0.8941176470588236
62,18,#2ef213,112.73542600896862,0.9214876033057852,0.9490196078431372
112,17,#977909,47.323943661971825,0.9403973509933775,0.592156862745098
184,16,#4bbc84,150.26548672566372,0.601063829787234,0.7372549019607844
106,15,#a5de42,81.92307692307692,0.7027027027027027,0.8705882352941177
62,14,#52ef21,105.72815533980582,0.8619246861924686,0.9372549019607843
231,13,#297790,194.5631067961165,0.7152777777777778,0.5647058823529412
567,12,#94bbc8,195,0.26,0.7843137254901961
125,11,#4a5de4,232.59740259740258,0.6754385964912281,0.8941176470588236
70,10,#a52ef2,276.4285714285714,0.8099173553719008,0.9490196078431372
169,9,#529779,153.91304347826087,0.45695364238410596,0.592156862745098
93,8,#294bbc,226.12244897959184,0.7819148936170213,0.7372549019607844
572,7,#94a5de,226.2162162162162,0.3333333333333333,0.8705882352941177
152,6,#4a52ef,237.0909090909091,0.6903765690376569,0.9372549019607843
158,5,#252977,237.0731707317073,0.6890756302521008,0.4666666666666667
226,4,#1294bb,193.84615384615384,0.9037433155080213,0.7333333333333333
397,3,#894a5d,341.9047619047619,0.45985401459854014,0.5372549019607843
177,2,#c4a52e,47.6,0.7653061224489796,0.7686274509803922
250,1,#e25297,331.25,0.6371681415929203,0.8862745098039215
221,0,#f1294b,349.8,0.8298755186721992,0.9450980392156862
396,23,#7894a5,202.66666666666666,0.2727272727272727,0.6470588235294118
245,22,#bc4a52,355.7894736842105,0.6063829787234043,0.7372549019607844
120,21,#5e2529,355.7894736842105,0.6063829787234043,0.3686274509803922
134,20,#2f1294,253.3846153846154,0.8783783783783784,0.5803921568627451
98,19,#17894a,146.8421052631579,0.8321167883211679,0.5372549019607843
210,18,#0bc4a5,169.94594594594594,0.9438775510204082,0.7686274509803922
67,17,#85e252,98.75,0.6371681415929203,0.8862745098039215
73,16,#42f129,112.5,0.8298755186721992,0.9450980392156862
249,15,#217894,194.6086956521739,0.777027027027027,0.5803921568627451
115,14,#90bc4a,83.1578947368421,0.6063829787234043,0.7372549019607844
104,13,#485e25,83.1578947368421,0.6063829787234043,0.3686274509803922
95,12,#a42f12,11.917808219178081,0.8902439024390244,0.6431372549019608
137,11,#521789,271.0526315789474,0.8321167883211679,0.5372549019607843
109,10,#290bc4,249.72972972972974,0.9438775510204082,0.7686274509803922
270,9,#9485e2,249.6774193548387,0.41150442477876104,0.8862745098039215
106,8,#4a42f1,242.74285714285713,0.7261410788381742,0.9450980392156862
113,7,#252178,242.7586206896552,0.725,0.47058823529411764
506,6,#9290bc,242.72727272727275,0.23404255319148937,0.7372549019607844
227,5,#c9485e,349.7674418604651,0.6417910447761194,0.788235294117647
322,4,#e4a42f,38.78453038674033,0.793859649122807,0.8941176470588236
50,3,#725217,38.901098901098905,0.7982456140350878,0.4470588235294118
49,2,#39290b,39.130434782608695,0.8070175438596491,0.2235294117647059
255,1,#1c9485,172.5,0.8108108108108109,0.5803921568627451
350,0,#0e4a42,172,0.8108108108108109,0.2901960784313726
225,23,#072521,172,0.8108108108108109,0.1450980392156863
247,22,#839290,172,0.10273972602739725,0.5725490196078431
102,21,#c1c948,63.720930232558146,0.6417910447761194,0.788235294117647
204,20,#e0e4a4,63.75,0.2807017543859649,0.8941176470588236
259,19,#f07252,12.151898734177214,0.6583333333333333,0.9411764705882353
115,18,#f83929,4.63768115942029,0.8346774193548387,0.9725490196078431
131,17,#7c1c94,288,0.8108108108108109,0.5803921568627451
191,16,#3e0e4a,288,0.8108108108108109,0.2901960784313726
183,15,#1f0725,288,0.8108108108108109,0.1450980392156863
308,14,#8f8392,288,0.10273972602739725,0.5725490196078431
215,13,#c7c1c9,285,0.03980099502487562,0.788235294117647
279,12,#e3e0e4,285,0.017543859649122806,0.8941176470588236
60,11,#71f072,120.4724409448819,0.5291666666666667,0.9411764705882353
56,10,#38f839,120.31250000000001,0.7741935483870968,0.9725490196078431
55,9,#1c7c1c,120,0.7741935483870968,0.48627450980392156
78,8,#8e3e0e,22.5,0.9014084507042254,0.5568627450980392
171,7,#c71f07,7.5,0.964824120603015,0.7803921568627451
362,6,#e38f83,7.5,0.42290748898678415,0.8901960784313725
700,5,#f1c7c1,7.5,0.1991701244813278,0.9450980392156862
232,4,#78e3e0,178.3177570093458,0.4713656387665198,0.8901960784313725
192,3,#3c71f0,222.33333333333334,0.75,0.9411764705882353
127,2,#9e38f8,271.875,0.7741935483870968,0.9725490196078431
162,1,#cf1c7c,327.8212290502793,0.8647342995169082,0.8117647058823529
125,0,#678e3e,89.25,0.5633802816901409,0.5568627450980392
136,23,#b3c71f,67.14285714285714,0.8442211055276382,0.7803921568627451
95,22,#59e38f,143.47826086956522,0.6079295154185022,0.8901960784313725
239,21,#acf1c7,143.47826086956522,0.2863070539419087,0.9450980392156862
123,20,#d678e3,292.7102803738318,0.4713656387665198,0.8901960784313725
254,19,#eb3c71,341.8285714285714,0.7446808510638298,0.9215686274509803
208,18,#f59e38,32.38095238095238,0.7714285714285715,0.9607843137254902
372,17,#facf1c,48.37837837837838,0.888,0.9803921568627451
316,16,#7d678e,273.8461538461538,0.2746478873239437,0.5568627450980392
229,15,#3eb3c7,188.75912408759126,0.6884422110552764,0.7803921568627451
135,14,#9f59e3,270.4347826086956,0.6079295154185022,0.8901960784313725
187,13,#4facf1,205.55555555555557,0.6721991701244814,0.9450980392156862
81,12,#27d678,147.77142857142854,0.8177570093457944,0.8392156862745098
58,11,#13eb3c,131.38888888888889,0.9191489361702128,0.9215686274509803
80,10,#09f59e,157.88135593220338,0.963265306122449,0.9607843137254902
134,9,#84facf,158.135593220339,0.472,0.9803921568627451
148,8,#c27d67,14.505494505494505,0.4690721649484536,0.7607843137254902
122,7,#e13eb3,316.9325153374233,0.7244444444444444,0.8823529411764706
171,6,#709f59,100.28571428571429,0.44025157232704404,0.6235294117647059
109,5,#b84fac,306.8571428571429,0.5706521739130435,0.7215686274509804
154,4,#5c27d6,258.1714285714286,0.8177570093457944,0.8392156862745098
229,3,#2e13eb,247.5,0.9191489361702128,0.9215686274509803
116,2,#9709f5,276.1016949152542,0.963265306122449,0.9607843137254902
190,1,#4b84fa,220.45714285714286,0.7,0.9803921568627451
216,0,#a5c27d,85.21739130434783,0.3556701030927835,0.7607843137254902
126,23,#d2e13e,65.52147239263803,0.7244444444444444,0.8823529411764706
355,22,#69709f,232.22222222222223,0.33962264150943394,0.6235294117647059
86,21,#b4b84f,62.28571428571428,0.5706521739130435,0.7215686274509804
235,20,#da5c27,17.76536312849162,0.8211009174311926,0.8549019607843137
190,18,#ed2e13,7.431192660550459,0.919831223628692,0.9294117647058824
126,17,#769709,73.94366197183098,0.9403973509933775,0.592156862745098
224,16,#3b4b84,226.84931506849315,0.553030303030303,0.5176470588235295
205,15,#1da5c2,190.54545454545456,0.8505154639175257,0.7607843137254902
342,14,#8ed2e1,190.84337349397592,0.3688888888888889,0.8823529411764706
240,13,#476970,190.2439024390244,0.36607142857142855,0.4392156862745098
269,12,#a3b4b8,191.42857142857144,0.11413043478260869,0.7215686274509804
73,11,#d1da5c,64.28571428571428,0.5779816513761468,0.8549019607843137
112,10,#e8ed2e,61.57068062827225,0.8059071729957806,0.9294117647058824
392,9,#f47697,344.2857142857143,0.5163934426229508,0.9568627450980393
197,8,#7a3b4b,344.76190476190476,0.5163934426229508,0.47843137254901963
128,7,#3d1da5,254.11764705882354,0.8242424242424242,0.6470588235294118
160,6,#1e8ed2,202.66666666666666,0.8571428571428571,0.8235294117647058
253,5,#0f4769,202.66666666666666,0.8571428571428571,0.4117647058823529
496,4,#87a3b4,202.66666666666666,0.25,0.7058823529411765
400,3,#c3d1da,203.47826086956522,0.10550458715596331,0.8549019607843137
180,2,#61e8ed,182.14285714285714,0.5907172995780591,0.9294117647058824
156,1,#b0f476,92.38095238095238,0.5163934426229508,0.9568627450980393
143,0,#587a3b,92.38095238095238,0.5163934426229508,0.47843137254901963
146,23,#ac3d1d,13.426573426573427,0.8313953488372093,0.6745098039215687
155,22,#d61e8e,323.47826086956525,0.8598130841121495,0.8392156862745098
372,21,#6b0f47,323.47826086956525,0.8598130841121495,0.4196078431372549
286,20,#3587a3,195.27272727272725,0.6748466257668712,0.6392156862745098
220,19,#1ac3d1,184.59016393442624,0.8755980861244019,0.8196078431372549
178,18,#8d61e8,259.55555555555554,0.5818965517241379,0.9098039215686274
188,17,#46b0f4,203.44827586206895,0.7131147540983607,0.9568627450980393
319,16,#a3587a,332.8,0.4601226993865031,0.6392156862745098
240,15,#d1ac3d,45,0.7081339712918661,0.8196078431372549
69,14,#68d61e,95.8695652173913,0.8598130841121495,0.8392156862745098
66,13,#346b0f,95.8695652173913,0.8598130841121495,0.4196078431372549
146,12,#1a3587,225.13761467889907,0.8074074074074075,0.5294117647058824
126,11,#8d1ac3,280.8284023668639,0.8666666666666667,0.7647058823529411
74,10,#c68d61,26.138613861386137,0.51010101010101,0.7764705882352941
101,9,#e346b0,319.49044585987264,0.6916299559471366,0.8901960784313725
109,8,#71a358,100,0.4601226993865031,0.6392156862745098
177,7,#38d1ac,165.49019607843138,0.7320574162679426,0.8196078431372549
259,6,#9c68d6,268.3636363636364,0.514018691588785,0.8392156862745098
278,5,#4e346b,268.3636363636364,0.514018691588785,0.4196078431372549
262,4,#271a35,268.8888888888889,0.5094339622641509,0.20784313725490197
126,3,#938d1a,57.02479338842976,0.8231292517006803,0.5764705882352941
138,2,#c9c68d,57,0.29850746268656714,0.788235294117647
74,1,#64e346,108.53503184713377,0.6916299559471366,0.8901960784313725
274,0,#3271a3,206.5486725663717,0.6932515337423313,0.6392156862745098
131,23,#9938d1,278.0392156862745,0.7320574162679426,0.8196078431372549
108,22,#cc9c68,31.200000000000003,0.49019607843137253,0.8
173,21,#e64e34,8.764044943820224,0.7739130434782608,0.9019607843137255
90,20,#73271a,8.764044943820224,0.7739130434782608,0.45098039215686275
418,19,#b9938d,8.181818181818182,0.23783783783783785,0.7254901960784313
397,18,#dcc9c6,8.181818181818182,0.1,0.8627450980392157
113,17,#ee64e3,304.7826086956522,0.5798319327731093,0.9333333333333333
227,16,#f73271,340.81218274111677,0.7975708502024291,0.9686274509803922
246,15,#fb9938,29.846153846153847,0.7768924302788844,0.984313725490196
214,14,#7dcc9c,143.54430379746836,0.3872549019607843,0.8
73,13,#3ee64e,125.71428571428572,0.7304347826086957,0.9019607843137255
98,12,#1f7327,125.71428571428572,0.7304347826086957,0.45098039215686275
325,11,#8fb993,125.71428571428572,0.22702702702702704,0.7254901960784313
160,10,#47dcc9,172.3489932885906,0.6772727272727272,0.8627450980392157
61,9,#23ee64,139.21182266009853,0.8529411764705882,0.9333333333333333
67,8,#11f732,128.6086956521739,0.9311740890688259,0.9686274509803922
107,7,#88fb99,128.8695652173913,0.4581673306772908,0.984313725490196
227,6,#c47dcc,293.9240506329114,0.3872549019607843,0.8
117,5,#e23ee6,298.57142857142856,0.7304347826086957,0.9019607843137255
182,4,#711f73,298.57142857142856,0.7304347826086957,0.45098039215686275
618,3,#b88fb9,298.57142857142856,0.22702702702702704,0.7254901960784313
121,2,#dc47dc,300,0.6772727272727272,0.8627450980392157
125,1,#ee23ee,300,0.8529411764705882,0.9333333333333333
179,0,#7711f7,266.6086956521739,0.9311740890688259,0.9686274509803922
162,23,#3b88fb,215.9375,0.7649402390438247,0.984313725490196
242,22,#9dc47d,92.95774647887323,0.3622448979591837,0.7686274509803922
136,21,#cee23e,67.31707317073172,0.7256637168141593,0.8862745098039215
98,20,#67711f,67.31707317073172,0.7256637168141593,0.44313725490196076
171,19,#33b88f,161.50375939849621,0.7228260869565217,0.7215686274509804
85,18,#99dc47,86.97986577181209,0.6772727272727272,0.8627450980392157
144,17,#ccee23,70.04926108374384,0.8529411764705882,0.9333333333333333
130,16,#667711,69.99999999999999,0.8571428571428571,0.4666666666666667
127,15,#333b88,234.35294117647058,0.625,0.5333333333333333
156,14,#199dc4,193.6842105263158,0.8724489795918368,0.7686274509803922
321,13,#8ccee2,193.95348837209303,0.3805309734513274,0.8862745098039215
207,12,#466771,193.95348837209303,0.3805309734513274,0.44313725490196076
100,11,#2333b8,233.5570469798658,0.8097826086956522,0.7215686274509804
143,10,#1199dc,199.80295566502463,0.9227272727272727,0.8627450980392157
365,9,#88ccee,200,0.42857142857142855,0.9333333333333333
205,8,#446677,200,0.42857142857142855,0.4666666666666667
169,7,#a2333b,355.6756756756757,0.6851851851851852,0.6352941176470588
137,6,#51199d,265.45454545454544,0.8407643312101911,0.615686274509804
502,5,#a88cce,265.45454545454544,0.32038834951456313,0.807843137254902
283,4,#544667,265.45454545454544,0.32038834951456313,0.403921568627451
237,3,#aa2333,352.8888888888889,0.7941176470588235,0.6666666666666666
130,2,#551199,270,0.8888888888888888,0.6
354,1,#aa88cc,270,0.3333333333333333,0.8
225,0,#d54466,345.9310344827586,0.6807511737089202,0.8352941176470589
272,23,#eaa233,36.39344262295082,0.782051282051282,0.9176470588235294
219,22,#f55119,15.272727272727272,0.8979591836734694,0.9607843137254902
303,21,#7aa88c,143.47826086956522,0.27380952380952384,0.6588235294117647
204,20,#bd5446,7.0588235294117645,0.6296296296296297,0.7411764705882353
82,19,#5eaa23,93.77777777777777,0.7941176470588235,0.6666666666666666
96,18,#2f5511,93.52941176470588,0.8,0.3333333333333333
285,17,#97aa88,93.52941176470588,0.2,0.6666666666666666
126,16,#cbd544,64.13793103448276,0.6807511737089202,0.8352941176470589
99,15,#65eaa2,147.5187969924812,0.5683760683760684,0.9176470588235294
71,14,#32f551,129.53846153846152,0.7959183673469388,0.9607843137254902
360,13,#997aa8,280.4347826086956,0.27380952380952384,0.6588235294117647
53,12,#4cbd54,124.24778761061947,0.5978835978835979,0.7411764705882353
146,11,#265eaa,214.54545454545453,0.7764705882352941,0.6666666666666666
228,10,#132f55,214.54545454545453,0.7764705882352941,0.3333333333333333
353,9,#8997aa,214.54545454545453,0.19411764705882353,0.6666666666666666
150,8,#44cbd5,184.13793103448276,0.6807511737089202,0.8352941176470589
121,7,#a265ea,267.51879699248116,0.5683760683760684,0.9176470588235294
85,6,#d132f5,288.9230769230769,0.7959183673469388,0.9607843137254902
285,5,#68997a,142.0408163265306,0.3202614379084967,0.6
175,4,#344cbd,229.48905109489053,0.7248677248677249,0.7411764705882353
184,3,#1a265e,229.41176470588238,0.723404255319149,0.3686274509803922
210,2,#0d132f,229.41176470588238,0.723404255319149,0.1843137254901961
300,1,#068997,185.79310344827584,0.9602649006622517,0.592156862745098
124,0,#8344cb,268,0.6650246305418719,0.796078431372549
122,23,#41a265,142.2680412371134,0.5987654320987654,0.6352941176470588
98,22,#a0d132,78.49056603773586,0.7607655502392344,0.8196078431372549
307,21,#506899,220.27397260273972,0.477124183006536,0.6
269,20,#a8344c,347.58620689655174,0.6904761904761905,0.6588235294117647
168,19,#541a26,347.58620689655174,0.6904761904761905,0.32941176470588235
144,18,#2a0d13,347.58620689655174,0.6904761904761905,0.16470588235294117
120,17,#950689,305.034965034965,0.959731543624161,0.5843137254901961
99,16,#ca8344,28.208955223880597,0.6633663366336634,0.792156862745098
140,15,#6541a2,262.26804123711344,0.5987654320987654,0.6352941176470588
226,14,#32a0d1,198.49056603773585,0.7607655502392344,0.8196078431372549
324,13,#995068,340.2739726027397,0.477124183006536,0.6
54,12,#4ca834,107.58620689655173,0.6904761904761905,0.6588235294117647
72,11,#26541a,107.58620689655173,0.6904761904761905,0.32941176470588235
138,10,#132a0d,107.58620689655173,0.6904761904761905,0.16470588235294117
107,9,#899506,65.03496503496504,0.959731543624161,0.5843137254901961
83,8,#44ca83,148.2089552238806,0.6633663366336634,0.792156862745098
89,7,#a26541,22.2680412371134,0.5987654320987654,0.6352941176470588
126,6,#5132a0,256.90909090909093,0.6875,0.6274509803921569
116,5,#289950,141.23893805309734,0.738562091503268,0.6
141,4,#944ca8,286.95652173913044,0.5476190476190477,0.6588235294117647
238,3,#4a2654,286.95652173913044,0.5476190476190477,0.32941176470588235
375,2,#a5132a,350.54794520547944,0.8848484848484849,0.6470588235294118
315,1,#528995,190.7462686567164,0.44966442953020136,0.5843137254901961
111,0,#2944ca,229.93788819875778,0.7970297029702971,0.792156862745098
142,23,#94a265,73.77049180327869,0.3765432098765432,0.6352941176470588
174,22,#ca5132,12.236842105263158,0.7524752475247525,0.792156862745098
162,21,#652899,272.3893805309735,0.738562091503268,0.6
88,20,#b2944c,42.352941176470594,0.5730337078651685,0.6980392156862745
150,19,#d94a26,12.067039106145252,0.8248847926267281,0.8509803921568627
378,18,#eca513,40.36866359447004,0.9194915254237288,0.9254901960784314
177,17,#765289,279.27272727272725,0.40145985401459855,0.5372549019607843
164,16,#3b2944,280,0.39705882352941174,0.26666666666666666
277,15,#1d94a2,186.3157894736842,0.8209876543209876,0.6352941176470588
78,14,#8eca51,89.75206611570249,0.599009900990099,0.792156862745098
82,13,#476528,89.50819672131148,0.6039603960396039,0.396078431372549
236,12,#a3b294,90,0.16853932584269662,0.6980392156862745
83,11,#d1d94a,63.356643356643346,0.6589861751152074,0.8509803921568627
139,10,#e8eca5,63.38028169014084,0.3008474576271186,0.9254901960784314
83,9,#747652,63.333333333333336,0.3050847457627119,0.4627450980392157
54,8,#3a3b29,63.333333333333336,0.3050847457627119,0.23137254901960785
78,7,#9d1d94,304.21875,0.8152866242038217,0.615686274509804
219,6,#4e8eca,209.03225806451613,0.6138613861386139,0.792156862745098
321,5,#a74765,341.25,0.5748502994011976,0.6549019607843137
276,4,#53a3b2,189.47368421052633,0.5337078651685393,0.6980392156862745
491,3,#a9d1d9,190,0.22119815668202766,0.8509803921568627
493,2,#d4e8ec,190,0.1016949152542373,0.9254901960784314
402,1,#ea7476,358.9830508474576,0.5042735042735043,0.9176470588235294
143,0,#753a3b,358.9830508474576,0.5042735042735043,0.4588235294117647
132,23,#ba9d1d,48.9171974522293,0.8440860215053764,0.7294117647058823
300,22,#5d4e8e,254.0625,0.4507042253521127,0.5568627450980392
89,21,#2ea747,132.39669421487602,0.7245508982035929,0.6549019607843137
181,20,#9753a3,291,0.49079754601226994,0.6392156862745098
271,19,#4ba9d1,197.91044776119404,0.6411483253588517,0.8196078431372549
165,18,#25d4e8,186.15384615384616,0.8405172413793104,0.9098039215686274
98,17,#92ea74,104.7457627118644,0.5042735042735043,0.9176470588235294
123,16,#c9753a,24.755244755244757,0.7114427860696517,0.788235294117647
261,15,#e4ba9d,24.507042253521128,0.31140350877192985,0.8941176470588236
77,14,#725d4e,25,0.3157894736842105,0.4470588235294118
94,13,#b92ea7,307.76978417266184,0.7513513513513513,0.7254901960784313
106,12,#dc9753,29.78102189781022,0.6227272727272727,0.8627450980392157
205,11,#6e4ba9,262.3404255319149,0.5562130177514792,0.6627450980392157
108,10,#3725d4,246.17142857142858,0.8254716981132075,0.8313725490196079
144,9,#1b92ea,205.5072463768116,0.8846153846153846,0.9176470588235294
97,8,#0dc975,153.19148936170214,0.9353233830845771,0.788235294117647
136,7,#06e4ba,168.64864864864865,0.9736842105263158,0.8941176470588236
260,6,#03725d,168.64864864864865,0.9736842105263158,0.4470588235294118
115,5,#81b92e,84.1726618705036,0.7513513513513513,0.7254901960784313
150,4,#40dc97,153.46153846153845,0.7090909090909091,0.8627450980392157
94,3,#a06e4b,24.705882352941174,0.53125,0.6274509803921569
140,2,#d03725,6.315789473684211,0.8221153846153846,0.8156862745098039
181,1,#681b92,278.82352941176475,0.815068493150685,0.5725490196078431
142,0,#340dc9,252.44680851063828,0.9353233830845771,0.788235294117647
141,23,#1a06e4,245.40540540540542,0.9736842105263158,0.8941176470588236
185,22,#0d0372,245.40540540540542,0.9736842105263158,0.4470588235294118
550,21,#8681b9,245.35714285714286,0.3027027027027027,0.7254901960784313
165,20,#4340dc,241.15384615384616,0.7090909090909091,0.8627450980392157
110,19,#a1a06e,58.8235294117647,0.3167701863354037,0.6313725490196078
79,18,#50d037,110.19607843137254,0.7355769230769231,0.8156862745098039
75,17,#a8681b,32.765957446808514,0.8392857142857143,0.6588235294117647
172,16,#d4340d,11.758793969849245,0.9386792452830188,0.8313725490196079
113,15,#6a1a06,12,0.9433962264150944,0.41568627450980394
202,14,#b50d03,3.3707865168539324,0.9834254143646409,0.7098039215686275
365,13,#da8681,3.3707865168539324,0.40825688073394495,0.8549019607843137
130,12,#ed4340,1.0404624277456647,0.729957805907173,0.9294117647058824
544,11,#f6a1a0,0.6976744186046512,0.34959349593495936,0.9647058823529412
158,10,#7b50d0,260.15625,0.6153846153846154,0.8156862745098039
67,9,#bda868,45.17647058823529,0.4497354497354497,0.7411764705882353
57,8,#5ed434,104.25,0.7547169811320755,0.8313725490196079
81,7,#af6a1a,32.214765100671144,0.8514285714285714,0.6862745098039216
286,6,#d7b50d,49.900990099009896,0.9395348837209302,0.8431372549019608
299,5,#ebda86,49.900990099009896,0.4297872340425532,0.9215686274509803
77,4,#75ed43,102.35294117647058,0.7172995780590717,0.9294117647058824
241,3,#baf6a1,102.35294117647058,0.34552845528455284,0.9647058823529412
220,2,#5d7b50,101.86046511627906,0.34959349593495936,0.4823529411764706
227,1,#2ebda8,171.1888111888112,0.7566137566137566,0.7411764705882353
176,0,#175ed4,217.46031746031744,0.8915094339622641,0.8313725490196079
118,23,#0baf6a,154.7560975609756,0.9371428571428572,0.6862745098039216
207,22,#05d7b5,170.2857142857143,0.9767441860465116,0.8431372549019608
205,21,#02ebda,175.62231759656652,0.9914893617021276,0.9215686274509803
125,20,#0175ed,210.5084745762712,0.9957805907172996,0.9294117647058824
185,19,#00baf6,194.63414634146343,1,0.9647058823529412
356,18,#805d7b,308.57142857142856,0.2734375,0.5019607843137255
86,17,#c02ebd,301.2328767123288,0.7604166666666666,0.7529411764705882
199,16,#60175e,301.64383561643837,0.7604166666666666,0.3764705882352941
89,15,#300baf,253.53658536585365,0.9371428571428572,0.6862745098039216
149,14,#1805d7,245.42857142857142,0.9767441860465116,0.8431372549019608
117,13,#0c02eb,242.57510729613736,0.9914893617021276,0.9215686274509803
144,12,#060175,242.58620689655172,0.9914529914529915,0.4588235294117647
117,11,#8300ba,282.258064516129,1,0.7294117647058823
99,10,#c1805d,21,0.5181347150259067,0.7568627450980392
52,9,#60c02e,99.45205479452055,0.7604166666666666,0.7529411764705882
76,8,#306017,99.45205479452055,0.7604166666666666,0.3764705882352941
